signal_id,vendor_id,vendor_name,date,source_type,source_name,url,text,provenance,risk_category,sentiment,maturity,classifier_confidence,is_about_vendor,classifier_reason,service,country,ubs_link,ubs_link_source,relationship_note,data_sensitivity,business_criticality,substitutability,dependency_index,credibility,maturity_weight,freshness,corroboration,n_sources,evidence_strength,likelihood,impact,inherent_risk,control_reduction,n_positive,residual_risk,maturity_cap,link_cap,tier,needs_human_review,tier_before_caps,explanation
I0181,V011,Progress Software,2026-05-15,audit_finding,audit_finding,,Review notes vendor lock-in at Progress Software: proprietary data formats create high switching cost on exit.,ILLUSTRATIVE,CONCENTRATION,risk,confirmed,0.98,True,"Vendor lock-in due to proprietary data formats indicates high switching costs, which is a concentration risk.",Managed file transfer,USA,INDUSTRY,,"MOVEit file transfer, widely embedded in financial supply chains. No UBS relationship claimed.",5,3,3,0.733,0.95,1.0,0.814,0.0,1,0.78,3.54,2.28,8.07,0.072,1,7.49,False,False,Medium,False,Medium,"MEDIUM (7.5/25, L3.5 x I2.3); CONCENTRATION signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 130d old (freshness 0.81); UBS link: industry (MOVEit file transfer, widely embedded in financial supply chains. No UBS relationship claimed); 1 positive signal(s) cut risk by 7%; ILLUSTRATIVE evidence (demo data, not a public source); classifier: Vendor lock-in due to proprietary data formats indicates high switching costs, which is a concentration risk."
R0071,V002,Microsoft Corporation,2022-10-20,regulatory_filing,UBS press release,https://www.ubs.com/global/en/media/display-page-ndp/en-20221020-cloud-partnership.html,"UBS announced an expansion of its cloud partnership with Microsoft Corporation, targeting more than 50% of its applications including critical workloads on Microsoft Azure within five years.",REAL,CONCENTRATION,risk,confirmed,1.0,True,"Significant increase in dependency on a single vendor (Microsoft Azure) for critical workloads, raising concentration risk due to lack of diversification.",Cloud infrastructure & productivity,USA,CONFIRMED,https://www.ubs.com/global/en/media/display-page-ndp/en-20221020-cloud-partnership.html,"UBS named Azure its primary cloud; >50% of applications targeted, incl. critical workloads.",5,5,1,1.0,1.0,1.0,0.206,0.0,1,0.8,1.66,4.5,7.47,0.0,0,7.47,False,False,Medium,False,Medium,"MEDIUM (7.5/25, L1.7 x I4.5); CONCENTRATION signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 1433d old (freshness 0.21); UBS link: confirmed (UBS named Azure its primary cloud; >50% of applications targeted, incl. critical workloads); hard to replace (substitutability 1/5); classifier: Significant increase in dependency on a single vendor (Microsoft Azure) for critical workloads, raising concentration risk due to lack of diversification."
I0142,V007,SIX Group,2025-05-18,audit_finding,audit_finding,,"Engagement review noted key-person dependency at SIX Group, with a single named individual covering the critical integration.",ILLUSTRATIVE,OPERATIONAL,risk,corroborated,0.98,True,"Key-person dependency identified in a critical integration function, indicating operational risk exposure.",Digital asset issuance venue,Switzerland,CONFIRMED,https://www.sdx.com/,UBS among issuers on the SIX Digital Exchange platform.,3,3,2,0.667,0.95,0.85,0.484,0.0,1,0.734,2.42,3.25,7.86,0.085,2,7.19,False,False,Medium,False,Medium,"MEDIUM (7.2/25, L2.4 x I3.2); OPERATIONAL signal, corroborated, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 492d old (freshness 0.48); UBS link: confirmed (UBS among issuers on the SIX Digital Exchange platform); hard to replace (substitutability 2/5); 2 positive signal(s) cut risk by 8%; ILLUSTRATIVE evidence (demo data, not a public source); classifier: Key-person dependency identified in a critical integration function, indicating operational risk exposure."
I0157,V008,ION Group,2025-11-02,incident_ticket,incident_ticket,,Delivery delay at ION Group pushed the migration milestone back by five weeks against the agreed plan.,ILLUSTRATIVE,OPERATIONAL,risk,confirmed,0.98,True,"Delivery delay and missed milestone indicate operational disruption or inefficiency at ION Group, directly impacting the bank's project timeline.",Trading & derivatives software,UK,INDUSTRY,,Major trading-software provider to banks. No UBS relationship claimed.,4,5,1,0.933,0.85,1.0,0.609,0.0,1,0.744,2.81,2.6,7.31,0.016,1,7.19,False,False,Medium,False,Medium,"MEDIUM (7.2/25, L2.8 x I2.6); OPERATIONAL signal, confirmed, from incident ticket (credibility 0.85); 1 independent kind(s) of source in 365d; 324d old (freshness 0.61); UBS link: industry (Major trading-software provider to banks. No UBS relationship claimed); hard to replace (substitutability 1/5); 1 positive signal(s) cut risk by 2%; ILLUSTRATIVE evidence (demo data, not a public source); classifier: Delivery delay and missed milestone indicate operational disruption or inefficiency at ION Group, directly impacting the bank's project timeline."
R0064,V005,Cognizant Technology Solutions,2020-05-08,incident_ticket,finews,https://www.finews.com/news/english-news/46514-ubs-cognizant-technology-outsourcing-mike-dargan,"Cognizant Technology Solutions was hit by a Maze ransomware incident, raising security concerns among its financial services clients including UBS.",REAL,CYBER,risk,confirmed,0.98,True,"Confirmed ransomware incident (Maze) directly impacting Cognizant, a vendor to financial services clients like UBS, indicating a cybersecurity risk exposure.",IT & business process outsourcing,USA,CONFIRMED,https://news.cognizant.com/newsannouncements?item=20231,Acquired UBS India Service Centre in 2009; UBS later insourced and exited.,4,3,4,0.6,0.85,1.0,0.16,0.0,1,0.744,1.48,4.75,7.03,0.017,1,6.91,False,False,Medium,False,Medium,"MEDIUM (6.9/25, L1.5 x I4.8); CYBER signal, confirmed, from incident ticket (credibility 0.85); 1 independent kind(s) of source in 365d; 2328d old (freshness 0.16); UBS link: confirmed (Acquired UBS India Service Centre in 2009; UBS later insourced and exited); data sensitivity 4/5; 1 positive signal(s) cut risk by 2%; classifier: Confirmed ransomware incident (Maze) directly impacting Cognizant, a vendor to financial services clients like UBS, indicating a cybersecurity risk exposure."
I0165,V009,Capita plc,2026-06-12,incident_ticket,incident_ticket,,Delivery delay at Capita plc pushed the migration milestone back by five weeks against the agreed plan.,ILLUSTRATIVE,OPERATIONAL,risk,confirmed,0.98,True,Operational delay in migration milestone indicates potential disruption to service delivery and project timelines.,Business process outsourcing,UK,INDUSTRY,,Large UK outsourcer serving financial services. No UBS relationship claimed.,5,3,3,0.733,0.85,1.0,0.85,0.0,1,0.744,3.53,1.95,6.88,0.019,1,6.75,False,False,Medium,False,Medium,"MEDIUM (6.8/25, L3.5 x I1.9); OPERATIONAL signal, confirmed, from incident ticket (credibility 0.85); 1 independent kind(s) of source in 365d; 102d old (freshness 0.85); UBS link: industry (Large UK outsourcer serving financial services. No UBS relationship claimed); 1 positive signal(s) cut risk by 2%; ILLUSTRATIVE evidence (demo data, not a public source); classifier: Operational delay in migration milestone indicates potential disruption to service delivery and project timelines."
I0192,V012,Infosys,2025-03-09,audit_finding,audit_finding,,"Assessment records Infosys as the sole source for this service line, with no viable alternative provider identified.",ILLUSTRATIVE,CONCENTRATION,risk,confirmed,1.0,True,"Sole source with no viable alternative provider identified, indicating high concentration risk.",IT services & BPO,India,REPORTED,https://www.finews.com/news/english-news/46514-ubs-cognizant-technology-outsourcing-mike-dargan,Reported to have picked up consultants after the UBS-Cognizant wind-down. Not confirmed by UBS.,4,3,4,0.6,0.95,1.0,0.442,0.0,1,0.782,2.38,2.76,6.57,0.0,0,6.57,False,False,Medium,False,Medium,"MEDIUM (6.6/25, L2.4 x I2.8); CONCENTRATION signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 562d old (freshness 0.44); UBS link: reported (Reported to have picked up consultants after the UBS-Cognizant wind-down. Not confirmed by UBS); ILLUSTRATIVE evidence (demo data, not a public source); classifier: Sole source with no viable alternative provider identified, indicating high concentration risk."
I0127,V005,Cognizant Technology Solutions,2025-10-29,vendor_questionnaire,vendor_questionnaire,,Cognizant Technology Solutions sub-contracts part of core delivery to a single fourth-party operating from one region.,ILLUSTRATIVE,CONCENTRATION,risk,n/a,0.98,True,Single fourth-party dependency in core delivery creates concentration risk due to lack of diversification or alternative providers.,IT & business process outsourcing,USA,CONFIRMED,https://news.cognizant.com/newsannouncements?item=20231,Acquired UBS India Service Centre in 2009; UBS later insourced and exited.,4,3,4,0.6,0.55,0.5,0.606,0.0,1,0.49,2.19,3.25,7.12,0.08,1,6.55,False,False,Medium,False,Medium,"MEDIUM (6.5/25, L2.2 x I3.2); CONCENTRATION signal, n/a, from vendor questionnaire (credibility 0.55); 1 independent kind(s) of source in 365d; 328d old (freshness 0.61); UBS link: confirmed (Acquired UBS India Service Centre in 2009; UBS later insourced and exited); 1 positive signal(s) cut risk by 8%; ILLUSTRATIVE evidence (demo data, not a public source); classifier: Single fourth-party dependency in core delivery creates concentration risk due to lack of diversification or alternative providers."
R0067,V006,BlackRock,2025-07-25,market_data,Private Banker International,https://www.privatebankerinternational.com/news/ubs-terminates-aladdin-contract-blackrock/,"The UBS decision to terminate the BlackRock Aladdin contract, reported at a cumulative value of CHF 50-100 million, was framed as a cost reduction in the fund unit.",REAL,FINANCIAL,risk,corroborated,0.98,True,Termination of a significant contract (CHF 50-100 million) framed as cost reduction indicates financial exposure and potential revenue loss for BlackRock.,Portfolio & risk platform,USA,REPORTED,https://www.swissinfo.ch/eng/ubs-ditches-blackrocks-aladdin-platform-to-cut-fund-unit-costs/89728633,UBS reported to have terminated the Aladdin contract in 2025 (press reporting).,4,4,3,0.733,0.7,0.85,0.53,0.0,1,0.647,2.37,2.76,6.54,0.0,0,6.54,False,False,Medium,False,Medium,"MEDIUM (6.5/25, L2.4 x I2.8); FINANCIAL signal, corroborated, from market data (credibility 0.70); 1 independent kind(s) of source in 365d; 424d old (freshness 0.53); UBS link: reported (UBS reported to have terminated the Aladdin contract in 2025 (press reporting)); classifier: Termination of a significant contract (CHF 50-100 million) framed as cost reduction indicates financial exposure and potential revenue loss for BlackRock."
I0164,V009,Capita plc,2025-10-07,audit_finding,audit_finding,,"Assessment records Capita plc as the sole source for this service line, with no viable alternative provider identified.",ILLUSTRATIVE,CONCENTRATION,risk,confirmed,1.0,True,"Sole source identified with no viable alternative provider, indicating high concentration risk.",Business process outsourcing,UK,INDUSTRY,,Large UK outsourcer serving financial services. No UBS relationship claimed.,5,3,3,0.733,0.95,1.0,0.587,0.0,1,0.782,2.84,2.28,6.48,0.0,0,6.48,False,False,Medium,False,Medium,"MEDIUM (6.5/25, L2.8 x I2.3); CONCENTRATION signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 350d old (freshness 0.59); UBS link: industry (Large UK outsourcer serving financial services. No UBS relationship claimed); ILLUSTRATIVE evidence (demo data, not a public source); classifier: Sole source identified with no viable alternative provider, indicating high concentration risk."
I0179,V010,CrowdStrike Holdings,2025-09-15,incident_ticket,incident_ticket,,CrowdStrike Holdings reported degraded performance and a growing backlog in overnight batch processing on the managed service.,ILLUSTRATIVE,OPERATIONAL,risk,confirmed,0.98,True,"Degraded performance and backlog in managed service indicate operational disruptions, directly impacting service delivery.",Endpoint security,USA,INDUSTRY,,Endpoint security vendor widely used in financial services. No UBS relationship claimed.,5,5,2,0.933,0.85,1.0,0.569,0.0,1,0.744,2.7,2.44,6.59,0.021,1,6.45,False,False,Medium,False,Medium,"MEDIUM (6.5/25, L2.7 x I2.4); OPERATIONAL signal, confirmed, from incident ticket (credibility 0.85); 1 independent kind(s) of source in 365d; 372d old (freshness 0.57); UBS link: industry (Endpoint security vendor widely used in financial services. No UBS relationship claimed); hard to replace (substitutability 2/5); 1 positive signal(s) cut risk by 2%; ILLUSTRATIVE evidence (demo data, not a public source); classifier: Degraded performance and backlog in managed service indicate operational disruptions, directly impacting service delivery."
I0180,V010,CrowdStrike Holdings,2025-08-29,audit_finding,audit_finding,,"Engagement review noted key-person dependency at CrowdStrike Holdings, with a single named individual covering the critical integration.",ILLUSTRATIVE,OPERATIONAL,risk,corroborated,0.98,True,"Key-person dependency identified in a critical integration role, indicating operational risk due to potential single point of failure.",Endpoint security,USA,INDUSTRY,,Endpoint security vendor widely used in financial services. No UBS relationship claimed.,5,5,2,0.933,0.95,0.85,0.556,0.0,1,0.734,2.63,2.44,6.42,0.021,1,6.29,False,False,Medium,False,Medium,"MEDIUM (6.3/25, L2.6 x I2.4); OPERATIONAL signal, corroborated, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 389d old (freshness 0.56); UBS link: industry (Endpoint security vendor widely used in financial services. No UBS relationship claimed); hard to replace (substitutability 2/5); 1 positive signal(s) cut risk by 2%; ILLUSTRATIVE evidence (demo data, not a public source); classifier: Key-person dependency identified in a critical integration role, indicating operational risk due to potential single point of failure."
R0066,V006,BlackRock,2025-07-24,news_article,SWI swissinfo,https://www.swissinfo.ch/eng/ubs-ditches-blackrocks-aladdin-platform-to-cut-fund-unit-costs/89728633,"UBS terminated its contract for BlackRock's Aladdin portfolio and risk platform, and began migrating hundreds of former Credit Suisse funds onto UBS systems.",REAL,OPERATIONAL,risk,confirmed,0.98,True,Contract termination and migration of critical portfolio/risk platform to alternative systems indicates operational disruption and potential service gaps.,Portfolio & risk platform,USA,REPORTED,https://www.swissinfo.ch/eng/ubs-ditches-blackrocks-aladdin-platform-to-cut-fund-unit-costs/89728633,UBS reported to have terminated the Aladdin contract in 2025 (press reporting).,4,4,3,0.733,0.75,1.0,0.529,0.0,1,0.71,2.5,2.76,6.9,0.105,3,6.18,False,False,Medium,False,Medium,"MEDIUM (6.2/25, L2.5 x I2.8); OPERATIONAL signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 425d old (freshness 0.53); UBS link: reported (UBS reported to have terminated the Aladdin contract in 2025 (press reporting)); 3 positive signal(s) cut risk by 10%; classifier: Contract termination and migration of critical portfolio/risk platform to alternative systems indicates operational disruption and potential service gaps."
R0059,V011,Progress Software,2023-07-20,audit_finding,Bank Info Security,https://www.tipranks.com/news/the-fly/list-of-victims-breached-in-moveit-hack-keeps-climbing-bank-info-security-says,"The list of organisations breached through Progress Software's MOVEit kept climbing through 2023, demonstrating how one vulnerability in a widely embedded file-transfer product cascades through fourth-party relationships.",REAL,CYBER,risk,confirmed,1.0,True,"The text explicitly references a confirmed cybersecurity breach (MOVEit vulnerability) with cascading fourth-party impacts, indicating a clear cyber risk exposure.",Managed file transfer,USA,INDUSTRY,,"MOVEit file transfer, widely embedded in financial supply chains. No UBS relationship claimed.",5,3,3,0.733,0.95,1.0,0.244,0.0,1,0.782,1.76,3.25,5.72,0.017,1,5.62,False,False,Medium,False,Medium,"MEDIUM (5.6/25, L1.8 x I3.2); CYBER signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 1160d old (freshness 0.24); UBS link: industry (MOVEit file transfer, widely embedded in financial supply chains. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: The text explicitly references a confirmed cybersecurity breach (MOVEit vulnerability) with cascading fourth-party impacts, indicating a clear cyber risk exposure."
R0033,V015,Equifax Inc.,2023-10-13,regulatory_filing,FCA final notice,https://www.twobirds.com/en/insights/2023/uk/fca-fines-equifax-11-million-for-2017-cybersecurity-customer-data-breach,"The UK Financial Conduct Authority fined Equifax Ltd GBP 11,164,400 for failing to manage and monitor the security of UK consumer data that Equifax had outsourced to its US parent.",REAL,COMPLIANCE,risk,confirmed,1.0,True,"Regulatory fine (FCA final notice) for failure to manage and monitor security of outsourced UK consumer data, indicating a compliance breach.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,1.0,1.0,0.26,0.0,1,0.8,1.83,3.09,5.65,0.023,1,5.52,False,False,Medium,False,Medium,"MEDIUM (5.5/25, L1.8 x I3.1); COMPLIANCE signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 1075d old (freshness 0.26); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: Regulatory fine (FCA final notice) for failure to manage and monitor security of outsourced UK consumer data, indicating a compliance breach."
R0049,V009,Capita plc,2023-05-12,audit_finding,2023 Capita data breach,https://en.wikipedia.org/wiki/2023_Capita_data_breach,"Personal data relating to approximately 6.66 million individuals was exfiltrated from Capita plc, including special category data such as health and criminal record information.",REAL,CYBER,risk,confirmed,1.0,True,"Confirmed data breach involving exfiltration of personal and special category data, indicating a significant cybersecurity risk exposure.",Business process outsourcing,UK,INDUSTRY,,Large UK outsourcer serving financial services. No UBS relationship claimed.,5,3,3,0.733,0.95,1.0,0.232,0.0,1,0.782,1.73,3.25,5.62,0.018,1,5.52,False,False,Medium,False,Medium,"MEDIUM (5.5/25, L1.7 x I3.2); CYBER signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 1229d old (freshness 0.23); UBS link: industry (Large UK outsourcer serving financial services. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: Confirmed data breach involving exfiltration of personal and special category data, indicating a significant cybersecurity risk exposure."
R0043,V008,ION Group,2023-01-31,incident_ticket,BleepingComputer,https://www.bleepingcomputer.com/news/security/ransomware-attack-on-ion-group-impacts-derivatives-trading-market/,"ION Group disclosed a ransomware incident affecting ION Cleared Derivatives, a division of ION Markets. The LockBit ransomware gang claimed responsibility for the attack on ION Group.",REAL,CYBER,risk,confirmed,1.0,True,"Confirmed ransomware incident with LockBit gang claiming responsibility, indicating a cybersecurity breach and potential data exposure.",Trading & derivatives software,UK,INDUSTRY,,Major trading-software provider to banks. No UBS relationship claimed.,4,5,1,0.933,0.85,1.0,0.218,0.0,1,0.747,1.65,3.41,5.63,0.021,1,5.51,False,False,Medium,False,Medium,"MEDIUM (5.5/25, L1.6 x I3.4); CYBER signal, confirmed, from incident ticket (credibility 0.85); 1 independent kind(s) of source in 365d; 1330d old (freshness 0.22); UBS link: industry (Major trading-software provider to banks. No UBS relationship claimed); data sensitivity 4/5; 1 positive signal(s) cut risk by 2%; classifier: Confirmed ransomware incident with LockBit gang claiming responsibility, indicating a cybersecurity breach and potential data exposure."
R0045,V008,ION Group,2023-02-03,news_article,Risk.net,https://www.risk.net/risk-management/7956234/hacked-off-banks-demand-answers-after-ion-cyber-attack,"Banks demanded answers from ION Group after the cyber attack, with the incident exposing how heavily derivatives markets depend on a single software provider.",REAL,CYBER,risk,confirmed,0.98,True,"Confirmed cyber attack on ION Group with implications for derivatives market dependency on a single software provider, indicating operational and systemic risk.",Trading & derivatives software,UK,INDUSTRY,,Major trading-software provider to banks. No UBS relationship claimed.,4,5,1,0.933,0.75,1.0,0.218,0.0,1,0.71,1.62,3.41,5.52,0.021,1,5.4,False,False,Medium,False,Medium,"MEDIUM (5.4/25, L1.6 x I3.4); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1327d old (freshness 0.22); UBS link: industry (Major trading-software provider to banks. No UBS relationship claimed); data sensitivity 4/5; 1 positive signal(s) cut risk by 2%; classifier: Confirmed cyber attack on ION Group with implications for derivatives market dependency on a single software provider, indicating operational and systemic risk."
R0046,V008,ION Group,2023-02-06,news_article,The Cyber Express,https://thecyberexpress.com/ransomware-attack-ion-group-cybercrime/,"The ION Group ransomware attack disrupted trading, investment management and market analytics services that financial institutions and corporations rely on ION Group to provide.",REAL,CYBER,risk,confirmed,0.99,True,"Confirmed ransomware attack causing significant operational disruption to critical financial services, indicating a cyber risk exposure.",Trading & derivatives software,UK,INDUSTRY,,Major trading-software provider to banks. No UBS relationship claimed.,4,5,1,0.933,0.75,1.0,0.219,0.0,1,0.711,1.62,3.41,5.52,0.021,1,5.4,False,False,Medium,False,Medium,"MEDIUM (5.4/25, L1.6 x I3.4); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1324d old (freshness 0.22); UBS link: industry (Major trading-software provider to banks. No UBS relationship claimed); data sensitivity 4/5; 1 positive signal(s) cut risk by 2%; classifier: Confirmed ransomware attack causing significant operational disruption to critical financial services, indicating a cyber risk exposure."
R0044,V008,ION Group,2023-02-01,news_article,American Banker,https://www.americanbanker.com/news/ransomware-attack-on-ion-trading-shows-markets-vulnerability-to-hackers,"Large customers of ION Group in the United States and Europe were forced to switch to manual processing of trades following the ransomware attack, causing significant delays across derivatives markets.",REAL,CYBER,risk,confirmed,0.98,True,"Confirmed ransomware attack disrupting trading operations, leading to manual processing and significant delays.",Trading & derivatives software,UK,INDUSTRY,,Major trading-software provider to banks. No UBS relationship claimed.,4,5,1,0.933,0.75,1.0,0.218,0.0,1,0.71,1.62,3.41,5.52,0.021,1,5.4,False,False,Medium,False,Medium,"MEDIUM (5.4/25, L1.6 x I3.4); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1329d old (freshness 0.22); UBS link: industry (Major trading-software provider to banks. No UBS relationship claimed); data sensitivity 4/5; 1 positive signal(s) cut risk by 2%; classifier: Confirmed ransomware attack disrupting trading operations, leading to manual processing and significant delays."
R0058,V011,Progress Software,2023-06-15,news_article,Security.org,https://www.security.org/identity-theft/breach/bank-of-america/,"Ernst & Young, which provides certain services to Bank of America, was among the victims of the Progress Software MOVEit campaign. The breach at Ernst & Young exposed financial account information, credit card details and Social Security numbers of 30,210 Bank of America customers.",REAL,CYBER,risk,confirmed,0.98,True,"The text explicitly mentions a cybersecurity breach (MOVEit campaign) affecting a third-party vendor (Progress Software) that resulted in the exposure of sensitive customer data, indicating a confirmed cyber risk.",Managed file transfer,USA,INDUSTRY,,"MOVEit file transfer, widely embedded in financial supply chains. No UBS relationship claimed.",5,3,3,0.733,0.75,1.0,0.238,0.0,1,0.71,1.68,3.25,5.46,0.017,1,5.37,False,False,Medium,False,Medium,"MEDIUM (5.4/25, L1.7 x I3.2); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1195d old (freshness 0.24); UBS link: industry (MOVEit file transfer, widely embedded in financial supply chains. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: The text explicitly mentions a cybersecurity breach (MOVEit campaign) affecting a third-party vendor (Progress Software) that resulted in the exposure of sensitive customer data, indicating a confirmed cyber risk."
R0057,V011,Progress Software,2023-05-31,news_article,Bank Info Security,https://www.tipranks.com/news/the-fly/list-of-victims-breached-in-moveit-hack-keeps-climbing-bank-info-security-says,"The Clop ransomware gang exploited a zero-day vulnerability in Progress Software's MOVEit Transfer platform, in a mass-exploitation campaign that affected hundreds of organisations worldwide.",REAL,CYBER,risk,confirmed,0.99,True,Exploitation of a zero-day vulnerability in MOVEit Transfer by Clop ransomware gang confirms a cybersecurity risk with confirmed impact on hundreds of organizations.,Managed file transfer,USA,INDUSTRY,,"MOVEit file transfer, widely embedded in financial supply chains. No UBS relationship claimed.",5,3,3,0.733,0.75,1.0,0.235,0.0,1,0.711,1.67,3.25,5.43,0.017,1,5.34,False,False,Medium,False,Medium,"MEDIUM (5.3/25, L1.7 x I3.2); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1210d old (freshness 0.23); UBS link: industry (MOVEit file transfer, widely embedded in financial supply chains. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: Exploitation of a zero-day vulnerability in MOVEit Transfer by Clop ransomware gang confirms a cybersecurity risk with confirmed impact on hundreds of organizations."
R0034,V015,Equifax Inc.,2023-10-25,news_article,FCA fines Equifax,https://www.twobirds.com/en/insights/2023/uk/fca-fines-equifax-11-million-for-2017-cybersecurity-customer-data-breach,"The FCA penalty against Equifax Ltd highlighted the risk of outsourcing consumer data processing to a parent entity, arriving five years after the ICO had already fined Equifax for the same 2017 breach.",REAL,COMPLIANCE,risk,confirmed,0.98,True,Regulatory penalty (FCA fine) indicates confirmed compliance failure and heightened risk exposure related to data processing outsourcing.,Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,0.75,1.0,0.263,0.0,1,0.71,1.75,3.09,5.41,0.023,1,5.29,False,False,Medium,False,Medium,"MEDIUM (5.3/25, L1.8 x I3.1); COMPLIANCE signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1063d old (freshness 0.26); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: Regulatory penalty (FCA fine) indicates confirmed compliance failure and heightened risk exposure related to data processing outsourcing."
R0048,V009,Capita plc,2023-04-03,news_article,2023 Capita data breach,https://en.wikipedia.org/wiki/2023_Capita_data_breach,Capita plc suffered a cyber incident that led to the exfiltration of personal data. Capita is a major outsourcing provider to UK public sector and financial services clients.,REAL,CYBER,risk,confirmed,1.0,True,"Explicitly reports a confirmed cyber incident with data exfiltration, directly impacting Capita plc's security posture and client data.",Business process outsourcing,UK,INDUSTRY,,Large UK outsourcer serving financial services. No UBS relationship claimed.,5,3,3,0.733,0.75,1.0,0.226,0.0,1,0.712,1.65,3.25,5.36,0.018,1,5.26,False,False,Medium,False,Medium,"MEDIUM (5.3/25, L1.6 x I3.2); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1268d old (freshness 0.23); UBS link: industry (Large UK outsourcer serving financial services. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: Explicitly reports a confirmed cyber incident with data exfiltration, directly impacting Capita plc's security posture and client data."
R0062,V012,Infosys,2025-03-21,market_data,Class action settlement,https://www.tipranks.com/news/the-fly/list-of-victims-breached-in-moveit-hack-keeps-climbing-bank-info-security-says,The USD 17.5 million class action settlement represented a direct financial cost to Infosys arising from the breach at its McCamish subsidiary.,REAL,FINANCIAL,risk,confirmed,0.98,True,"The USD 17.5 million class action settlement directly represents a financial cost to Infosys due to a breach at its subsidiary, indicating a financial risk exposure.",IT services & BPO,India,REPORTED,https://www.finews.com/news/english-news/46514-ubs-cognizant-technology-outsourcing-mike-dargan,Reported to have picked up consultants after the UBS-Cognizant wind-down. Not confirmed by UBS.,4,3,4,0.6,0.7,1.0,0.449,0.0,1,0.692,2.24,2.34,5.24,0.0,0,5.24,False,False,Medium,False,Medium,"MEDIUM (5.2/25, L2.2 x I2.3); FINANCIAL signal, confirmed, from market data (credibility 0.70); 1 independent kind(s) of source in 365d; 550d old (freshness 0.45); UBS link: reported (Reported to have picked up consultants after the UBS-Cognizant wind-down. Not confirmed by UBS); classifier: The USD 17.5 million class action settlement directly represents a financial cost to Infosys due to a breach at its subsidiary, indicating a financial risk exposure."
R0056,V010,CrowdStrike Holdings,2024-09-10,regulatory_filing,FCA observations,https://www.hlc.com/en/publications/fcas-observations-and-lessons-learnt-from-the-july-2024-global-it-incident,"The FCA reported that issues linked to third-party providers were the leading cause of operational incidents reported to the regulator between 2022 and 2023, a pattern the CrowdStrike Holdings outage brought into focus.",REAL,OPERATIONAL,risk,confirmed,0.98,True,"Regulatory filing (FCA) explicitly cites CrowdStrike Holdings' outage as a key example of third-party operational risk, confirming exposure.",Endpoint security,USA,INDUSTRY,,Endpoint security vendor widely used in financial services. No UBS relationship claimed.,5,5,2,0.933,1.0,1.0,0.358,0.0,1,0.797,2.14,2.44,5.22,0.021,1,5.11,False,False,Medium,False,Medium,"MEDIUM (5.1/25, L2.1 x I2.4); OPERATIONAL signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 742d old (freshness 0.36); UBS link: industry (Endpoint security vendor widely used in financial services. No UBS relationship claimed); hard to replace (substitutability 2/5); 1 positive signal(s) cut risk by 2%; classifier: Regulatory filing (FCA) explicitly cites CrowdStrike Holdings' outage as a key example of third-party operational risk, confirming exposure."
